Event,Fighter 1,Fighter 2,Result,KDs (Fighter 1),KDs (Fighter 2),STR (Fighter 1),STR (Fighter 2),TDs (Fighter 1),TDs (Fighter 2),Subs (Fighter 1),Subs (Fighter 2),Weight Class,Method,Round,Time
UFC 249: Ferguson vs. Gaethje,Francis Ngannou,Jairzinho Rozenstruik,Francis Ngannou,1,0,6,5,0,0,0,0,Heavyweight,"KO/TKO

      

      
        Punch",1,0:20
UFC 249: Ferguson vs. Gaethje,Calvin Kattar,Jeremy Stephens,Calvin Kattar,1,0,52,57,0,0,0,0,Featherweight,"KO/TKO

      

      
        Elbow",2,2:49
UFC 249: Ferguson vs. Gaethje,Greg Hardy,Yorgan De Castro,Greg Hardy,0,0,55,24,0,0,0,0,Heavyweight,U-DEC,3,5:00
UFC 249: Ferguson vs. Gaethje,Anthony Pettis,Donald Cerrone,Anthony Pettis,0,0,63,62,0,2,0,0,Welterweight,U-DEC,3,5:00
UFC 249: Ferguson vs. Gaethje,Aleksei Oleinik,Fabricio Werdum,Aleksei Oleinik,0,0,94,53,0,3,0,1,Heavyweight,S-DEC,3,5:00
UFC 249: Ferguson vs. Gaethje,Carla Esparza,Michelle Waterson-Gomez,Carla Esparza,0,0,45,44,1,0,0,0,Women's Strawweight,S-DEC,3,5:00
UFC 249: Ferguson vs. Gaethje,Vicente Luque,Niko Price,Vicente Luque,1,0,130,129,0,1,0,0,Welterweight,"KO/TKO

      

      
        Punches",3,3:37
UFC 249: Ferguson vs. Gaethje,Bryce Mitchell,Charles Rosa,Bryce Mitchell,0,0,40,5,3,0,5,0,Featherweight,U-DEC,3,5:00
UFC 249: Ferguson vs. Gaethje,Ryan Spann,Sam Alvey,Ryan Spann,0,0,51,57,2,0,1,0,Light Heavyweight,S-DEC,3,5:00
UFC Fight Night: Lee vs. Oliveira,Charles Oliveira,Kevin Lee,Charles Oliveira,0,0,43,41,0,2,2,0,Lightweight,"SUB

      

      
        Guillotine Choke",3,0:28
UFC Fight Night: Lee vs. Oliveira,Gilbert Burns,Demian Maia,Gilbert Burns,1,0,13,4,0,2,0,0,Welterweight,"KO/TKO

      

      
        Punch",1,2:34
UFC Fight Night: Lee vs. Oliveira,Renato Moicano,Damir Hadzovic,Renato Moicano,0,0,1,1,1,0,1,0,Lightweight,"SUB

      

      
        Rear Naked Choke",1,0:44
UFC Fight Night: Lee vs. Oliveira,Nikita Krylov,Johnny Walker,Nikita Krylov,0,0,45,37,3,0,0,0,Light Heavyweight,U-DEC,3,5:00
UFC Fight Night: Lee vs. Oliveira,Francisco Trinaldo,John Makdessi,Francisco Trinaldo,0,0,55,67,0,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Lee vs. Oliveira,Brandon Moreno,Jussier Formiga,Brandon Moreno,0,0,33,15,0,1,0,1,Flyweight,U-DEC,3,5:00
UFC Fight Night: Lee vs. Oliveira,Amanda Ribas,Randa Markos,Amanda Ribas,0,0,85,36,1,1,2,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Lee vs. Oliveira,Elizeu Zaleski dos Santos,Aleksei Kunchenko,Elizeu Zaleski dos Santos,0,0,62,57,2,0,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Lee vs. Oliveira,Rani Yahya,Enrique Barzola,Draw,0,0,24,57,2,1,0,1,Bantamweight,M-DEC,3,5:00
UFC Fight Night: Lee vs. Oliveira,Maryna Moroz,Mayra Bueno Silva,Maryna Moroz,0,0,139,88,2,0,0,0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Lee vs. Oliveira,David Dvorak,Bruno Silva,David Dvorak,0,0,67,45,0,3,0,0,Flyweight,U-DEC,3,5:00
UFC Fight Night: Lee vs. Oliveira,Bea Malecki,Veronica Hardy,Bea Malecki,0,0,130,93,0,0,0,0,Women's Bantamweight,U-DEC,3,5:00
UFC 248: Adesanya vs. Romero,Israel Adesanya,Yoel Romero,Israel Adesanya,0,0,48,40,0,0,0,0,Middleweight,U-DEC,5,5:00
UFC 248: Adesanya vs. Romero,Zhang Weili,Joanna Jedrzejczyk,Zhang Weili,0,0,165,186,1,0,0,0,Women's Strawweight,S-DEC,5,5:00
UFC 248: Adesanya vs. Romero,Beneil Dariush,Drakkar Klose,Beneil Dariush,1,0,12,15,1,0,2,0,Lightweight,"KO/TKO

      

      
        Punch",2,1:00
UFC 248: Adesanya vs. Romero,Neil Magny,Li Jingliang,Neil Magny,0,0,74,16,4,2,0,0,Welterweight,U-DEC,3,5:00
UFC 248: Adesanya vs. Romero,Alex Oliveira,Max Griffin,Alex Oliveira,0,0,40,23,1,2,0,0,Welterweight,S-DEC,3,5:00
UFC 248: Adesanya vs. Romero,Sean O'Malley,Jose Quinonez,Sean O'Malley,0,0,18,0,0,0,0,0,Bantamweight,"KO/TKO

      

      
        Punches",1,2:02
UFC 248: Adesanya vs. Romero,Mark Madsen,Austin Hubbard,Mark Madsen,0,0,15,41,8,0,0,0,Lightweight,U-DEC,3,5:00
UFC 248: Adesanya vs. Romero,Rodolfo Vieira,Saparbeg Safarov,Rodolfo Vieira,0,0,5,5,2,0,1,0,Middleweight,"SUB

      

      
        Arm Triangle",1,2:58
UFC 248: Adesanya vs. Romero,Gerald Meerschaert,Deron Winn,Gerald Meerschaert,1,0,86,53,1,1,1,0,Middleweight,"SUB

      

      
        Rear Naked Choke",3,2:13
UFC 248: Adesanya vs. Romero,Giga Chikadze,Jamall Emmers,Giga Chikadze,0,0,38,54,0,2,0,0,Featherweight,S-DEC,3,5:00
UFC 248: Adesanya vs. Romero,Batgerel Danaa,Guido Cannetti,Batgerel Danaa,1,0,17,11,0,0,0,0,Bantamweight,"KO/TKO

      

      
        Punch",1,3:01
UFC Fight Night: Benavidez vs. Figueiredo,Deiveson Figueiredo,Joseph Benavidez,Deiveson Figueiredo,1,0,25,46,1,0,1,0,Flyweight,"KO/TKO

      

      
        Punch",2,1:54
UFC Fight Night: Benavidez vs. Figueiredo,Felicia Spencer,Zarah Fairn,Felicia Spencer,0,0,40,13,1,0,0,0,Women's Featherweight,"KO/TKO

      

      
        Punches",1,3:37
UFC Fight Night: Benavidez vs. Figueiredo,Magomed Ankalaev,Ion Cutelaba,Magomed Ankalaev,0,0,8,5,0,0,0,0,Light Heavyweight,"KO/TKO

      

      
        Punches",1,0:38
UFC Fight Night: Benavidez vs. Figueiredo,Megan Anderson,Norma Dumont,Megan Anderson,1,0,7,5,0,1,0,0,Women's Featherweight,"KO/TKO

      

      
        Punch",1,3:31
UFC Fight Night: Benavidez vs. Figueiredo,Grant Dawson,Darrick Minner,Grant Dawson,0,0,15,4,2,1,2,2,Featherweight,"SUB

      

      
        Rear Naked Choke",2,1:38
UFC Fight Night: Benavidez vs. Figueiredo,Kyler Phillips,Gabriel Silva,Kyler Phillips,0,0,89,31,2,2,1,1,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Benavidez vs. Figueiredo,Brendan Allen,Tom Breese,Brendan Allen,0,0,20,4,0,0,0,0,Middleweight,"KO/TKO

      

      
        Punches",1,4:47
UFC Fight Night: Benavidez vs. Figueiredo,Marcin Tybura,Serghei Spivac,Marcin Tybura,0,0,43,26,2,0,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Benavidez vs. Figueiredo,Luis Pena,Steve Garcia,Luis Pena,0,0,27,21,0,1,1,1,Lightweight,U-DEC,3,5:00
UFC Fight Night: Benavidez vs. Figueiredo,Jordan Griffin,TJ Brown,Jordan Griffin,0,0,15,32,0,7,3,0,Featherweight,"SUB

      

      
        Guillotine Choke",2,3:38
UFC Fight Night: Benavidez vs. Figueiredo,Spike Carlyle,Aalon Cruz,Spike Carlyle,0,0,20,2,0,0,0,0,Featherweight,"KO/TKO

      

      
        Punches",1,1:25
UFC Fight Night: Benavidez vs. Figueiredo,Sean Brady,Ismail Naurdiev,Sean Brady,0,0,47,37,4,0,1,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Felder vs. Hooker,Dan Hooker,Paul Felder,Dan Hooker,0,0,122,110,1,0,0,0,Lightweight,S-DEC,5,5:00
UFC Fight Night: Felder vs. Hooker,Jimmy Crute,Michal Oleksiejczuk,Jimmy Crute,0,0,2,3,8,0,1,0,Light Heavyweight,"SUB

      

      
        Kimura",1,3:29
UFC Fight Night: Felder vs. Hooker,Yan Xiaonan,Karolina Kowalkiewicz,Yan Xiaonan,0,0,93,38,5,0,0,1,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Felder vs. Hooker,Marcos Rogerio de Lima,Ben Sosoli,Marcos Rogerio de Lima,1,0,19,5,0,0,0,0,Heavyweight,"KO/TKO

      

      
        Punch",1,1:28
UFC Fight Night: Felder vs. Hooker,Brad Riddell,Magomed Mustafaev,Brad Riddell,1,0,38,28,1,8,0,0,Lightweight,S-DEC,3,5:00
UFC Fight Night: Felder vs. Hooker,Zubaira Tukhugov,Kevin Aguilar,Zubaira Tukhugov,2,0,28,9,0,0,0,0,Featherweight,"KO/TKO

      

      
        Punches",1,3:21
UFC Fight Night: Felder vs. Hooker,Jalin Turner,Josh Culibao,Jalin Turner,0,0,55,12,0,0,3,0,Lightweight,"KO/TKO

      

      
        Punches",2,3:01
UFC Fight Night: Felder vs. Hooker,Jake Matthews,Emil Meek,Jake Matthews,1,0,33,50,4,0,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Felder vs. Hooker,Song Kenan,Callan Potter,Song Kenan,1,0,17,7,0,1,0,0,Welterweight,"KO/TKO

      

      
        Punch",1,2:20
UFC Fight Night: Felder vs. Hooker,Kai Kara-France,Tyson Nam,Kai Kara-France,0,0,78,50,0,0,0,0,Flyweight,U-DEC,3,5:00
UFC Fight Night: Felder vs. Hooker,Angela Hill,Loma Lookboonmee,Angela Hill,0,0,48,53,1,1,1,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Felder vs. Hooker,Priscila Cachoeira,Shana Dobson,Priscila Cachoeira,1,0,8,5,0,0,0,0,Women's Flyweight,"KO/TKO

      

      
        Punch",1,0:40
UFC Fight Night: Anderson vs. Blachowicz,Jan Blachowicz,Corey Anderson,Jan Blachowicz,1,0,13,11,0,0,0,0,Light Heavyweight,"KO/TKO

      

      
        Punch",1,3:08
UFC Fight Night: Anderson vs. Blachowicz,Diego Sanchez,Michel Pereira,Diego Sanchez,0,1,25,53,0,2,0,0,Welterweight,DQ,3,3:09
UFC Fight Night: Anderson vs. Blachowicz,Montana De La Rosa,Mara Romero Borella,Montana De La Rosa,1,0,27,23,1,1,1,0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Anderson vs. Blachowicz,Brok Weaver,Kazula Vargas,Brok Weaver,0,0,5,15,0,1,1,0,Lightweight,DQ,1,4:02
UFC Fight Night: Anderson vs. Blachowicz,Ray Borg,Rogerio Bontorin,Ray Borg,0,0,35,9,10,0,0,0,Flyweight,U-DEC,3,5:00
UFC Fight Night: Anderson vs. Blachowicz,Lando Vannata,Yancy Medeiros,Lando Vannata,0,0,99,68,0,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Anderson vs. Blachowicz,Daniel Rodriguez,Tim Means,Daniel Rodriguez,1,0,49,41,0,1,1,0,Welterweight,"SUB

      

      
        Guillotine Choke",2,3:37
UFC Fight Night: Anderson vs. Blachowicz,John Dodson,Nathaniel Wood,John Dodson,1,0,39,46,0,1,0,0,Bantamweight,"KO/TKO

      

      
        Punch",3,0:16
UFC Fight Night: Anderson vs. Blachowicz,Scott Holtzman,Jim Miller,Scott Holtzman,0,0,88,58,1,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Anderson vs. Blachowicz,Devin Clark,Dequan Townsend,Devin Clark,0,0,39,6,3,0,0,0,Light Heavyweight,U-DEC,3,5:00
UFC Fight Night: Anderson vs. Blachowicz,Merab Dvalishvili,Casey Kenney,Merab Dvalishvili,0,0,63,45,12,0,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Anderson vs. Blachowicz,Macy Chiasson,Shanna Young,Macy Chiasson,0,0,86,40,3,0,0,0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Anderson vs. Blachowicz,Raulian Paiva,Mark De La Rosa,Raulian Paiva,1,0,54,45,0,0,0,0,Flyweight,"KO/TKO

      

      
        Punch",2,4:42
UFC 247: Jones vs. Reyes,Jon Jones,Dominick Reyes,Jon Jones,0,0,104,116,2,0,0,0,Light Heavyweight,U-DEC,5,5:00
UFC 247: Jones vs. Reyes,Valentina Shevchenko,Katlyn Cerminara,Valentina Shevchenko,0,0,40,17,3,0,0,0,Women's Flyweight,"KO/TKO

      

      
        Punches",3,1:03
UFC 247: Jones vs. Reyes,Justin Tafa,Juan Adams,Justin Tafa,1,0,10,7,0,0,0,0,Heavyweight,"KO/TKO

      

      
        Punch",1,1:59
UFC 247: Jones vs. Reyes,Dan Ige,Mirsad Bektic,Dan Ige,0,0,43,17,1,3,0,1,Featherweight,S-DEC,3,5:00
UFC 247: Jones vs. Reyes,Derrick Lewis,Ilir Latifi,Derrick Lewis,0,0,20,5,0,3,0,0,Heavyweight,U-DEC,3,5:00
UFC 247: Jones vs. Reyes,Trevin Giles,James Krause,Trevin Giles,0,0,71,44,0,1,1,4,Middleweight,S-DEC,3,5:00
UFC 247: Jones vs. Reyes,Lauren Murphy,Andrea Lee,Lauren Murphy,0,0,80,104,2,0,0,1,Women's Flyweight,S-DEC,3,5:00
UFC 247: Jones vs. Reyes,Khaos Williams,Alex Morono,Khaos Williams,1,0,10,1,0,0,0,0,Welterweight,"KO/TKO

      

      
        Punch",1,0:27
UFC 247: Jones vs. Reyes,Mario Bautista,Miles Johns,Mario Bautista,1,0,18,13,0,0,0,0,Bantamweight,"KO/TKO

      

      
        Flying Knee",2,1:41
UFC 247: Jones vs. Reyes,Domingo Pilarte,Journey Newson,Draw,0,1,1,6,0,0,0,0,Bantamweight,"Overturned

      

      
        Punch",1,0:38
UFC 247: Jones vs. Reyes,Andre Ewell,Jonathan Martinez,Andre Ewell,0,0,80,66,0,0,0,0,Bantamweight,S-DEC,3,5:00
UFC 247: Jones vs. Reyes,Youssef Zalal,Austin Lingo,Youssef Zalal,0,0,31,12,6,1,2,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Dos Santos,Curtis Blaydes,Junior Dos Santos,Curtis Blaydes,0,0,28,7,0,0,0,0,Heavyweight,"KO/TKO

      

      
        Punches",2,1:06
UFC Fight Night: Blaydes vs. Dos Santos,Michael Chiesa,Rafael Dos Anjos,Michael Chiesa,0,0,9,14,6,0,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Dos Santos,Alex Perez,Jordan Espinosa,Alex Perez,0,0,2,2,1,0,1,0,Flyweight,"SUB

      

      
        Arm Triangle",1,2:33
UFC Fight Night: Blaydes vs. Dos Santos,Angela Hill,Hannah Cifers,Angela Hill,0,0,70,46,1,0,0,0,Women's Strawweight,"KO/TKO

      

      
        Elbows",2,4:26
UFC Fight Night: Blaydes vs. Dos Santos,Jamahal Hill,Darko Stosic,Jamahal Hill,0,0,101,31,0,6,0,0,Light Heavyweight,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Dos Santos,Bevon Lewis,Dequan Townsend,Bevon Lewis,0,0,36,28,0,0,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Dos Santos,Arnold Allen,Nik Lentz,Arnold Allen,0,0,63,49,0,0,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Dos Santos,Justine Kish,Lucie Pudilova,Justine Kish,0,0,62,29,1,0,0,0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Dos Santos,Montel Jackson,Felipe Colares,Montel Jackson,1,0,75,7,11,1,0,3,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Dos Santos,Sara McMann,Lina Lansberg,Sara McMann,0,0,38,1,3,0,1,0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Blaydes vs. Dos Santos,Brett Johns,Tony Gravely,Brett Johns,0,0,36,26,6,5,3,0,Bantamweight,"SUB

      

      
        Rear Naked Choke",3,2:53
UFC Fight Night: Blaydes vs. Dos Santos,Herbert Burns,Nate Landwehr,Herbert Burns,1,0,7,4,1,0,1,0,Featherweight,"KO/TKO

      

      
        Knee",1,2:43
UFC 246: McGregor vs. Cowboy,Conor McGregor,Donald Cerrone,Conor McGregor,1,0,19,0,0,0,0,0,Welterweight,"KO/TKO

      

      
        Punches",1,0:40
UFC 246: McGregor vs. Cowboy,Holly Holm,Raquel Pennington,Holly Holm,0,0,30,38,0,1,0,0,Women's Bantamweight,U-DEC,3,5:00
UFC 246: McGregor vs. Cowboy,Aleksei Oleinik,Maurice Greene,Aleksei Oleinik,0,0,7,13,3,0,3,0,Heavyweight,"SUB

      

      
        Armbar",2,4:38
UFC 246: McGregor vs. Cowboy,Brian Kelleher,Ode Osbourne,Brian Kelleher,0,0,7,9,1,0,1,0,Bantamweight,"SUB

      

      
        Guillotine Choke",1,2:49
UFC 246: McGregor vs. Cowboy,Diego Ferreira,Anthony Pettis,Diego Ferreira,0,0,25,22,3,0,1,0,Lightweight,"SUB

      

      
        Rear Naked Choke",2,1:46
UFC 246: McGregor vs. Cowboy,Roxanne Modafferi,Maycee Barber,Roxanne Modafferi,1,0,19,16,1,0,0,1,Women's Flyweight,U-DEC,3,5:00
UFC 246: McGregor vs. Cowboy,Sodiq Yusuff,Andre Fili,Sodiq Yusuff,0,0,73,49,0,3,1,0,Featherweight,U-DEC,3,5:00
UFC 246: McGregor vs. Cowboy,Askar Askarov,Tim Elliott,Askar Askarov,0,0,73,47,0,3,0,0,Flyweight,U-DEC,3,5:00
UFC 246: McGregor vs. Cowboy,Drew Dober,Nasrat Haqparast,Drew Dober,1,0,13,7,0,0,0,0,Lightweight,"KO/TKO

      

      
        Punch",1,1:10
UFC 246: McGregor vs. Cowboy,Aleksa Camur,Justin Ledet,Aleksa Camur,0,0,80,44,1,0,0,0,Light Heavyweight,U-DEC,3,5:00
UFC 246: McGregor vs. Cowboy,Sabina Mazo,JJ Aldrich,Sabina Mazo,0,0,118,58,0,0,0,0,Women's Flyweight,S-DEC,3,5:00
UFC Fight Night: Edgar vs. The Korean Zombie,Chan Sung Jung,Frankie Edgar,Chan Sung Jung,1,0,46,9,0,0,0,0,Featherweight,"KO/TKO

      

      
        Punches",1,3:18
UFC Fight Night: Edgar vs. The Korean Zombie,Volkan Oezdemir,Aleksandar Rakic,Volkan Oezdemir,0,0,63,75,0,1,0,1,Light Heavyweight,S-DEC,3,5:00
UFC Fight Night: Edgar vs. The Korean Zombie,Charles Jourdain,Dooho Choi,Charles Jourdain,2,1,64,42,0,0,0,0,Featherweight,"KO/TKO

      

      
        Punches",2,4:32
UFC Fight Night: Edgar vs. The Korean Zombie,Da Woon Jung,Mike Rodriguez,Da Woon Jung,1,0,5,4,0,0,0,0,Light Heavyweight,"KO/TKO

      

      
        Punch",1,1:04
UFC Fight Night: Edgar vs. The Korean Zombie,JunYong Park,Marc-Andre Barriault,JunYong Park,0,0,77,51,5,0,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Edgar vs. The Korean Zombie,Kyung Ho Kang,Pingyuan Liu,Kyung Ho Kang,0,0,20,25,3,0,0,0,Bantamweight,S-DEC,3,5:00
UFC Fight Night: Edgar vs. The Korean Zombie,Ciryl Gane,Tanner Boser,Ciryl Gane,0,0,65,32,0,0,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Edgar vs. The Korean Zombie,SeungWoo Choi,Suman Mokhtarian,SeungWoo Choi,1,0,95,33,0,0,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Edgar vs. The Korean Zombie,Omar Morales,Dong Hyun Ma,Omar Morales,1,0,32,15,1,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Edgar vs. The Korean Zombie,Alexandre Pantoja,Matt Schnell,Alexandre Pantoja,1,0,34,20,1,0,0,0,Flyweight,"KO/TKO

      

      
        Punch",1,4:17
UFC Fight Night: Edgar vs. The Korean Zombie,Raoni Barcelos,Said Nurmagomedov,Raoni Barcelos,0,0,42,55,2,0,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Edgar vs. The Korean Zombie,Amanda Lemos,Miranda Granger,Amanda Lemos,0,0,8,4,1,0,1,0,Women's Strawweight,"SUB

      

      
        Rear Naked Choke",1,3:43
UFC Fight Night: Edgar vs. The Korean Zombie,Alatengheili,Ryan Benoit,Alatengheili,0,0,47,68,4,0,0,0,Bantamweight,S-DEC,3,5:00
UFC 245: Usman vs. Covington,Kamaru Usman,Colby Covington,Kamaru Usman,2,0,175,143,0,0,0,0,Welterweight,"KO/TKO

      

      
        Punch",5,4:10
UFC 245: Usman vs. Covington,Alexander Volkanovski,Max Holloway,Alexander Volkanovski,0,0,157,134,0,0,0,0,Featherweight,U-DEC,5,5:00
UFC 245: Usman vs. Covington,Amanda Nunes,Germaine de Randamie,Amanda Nunes,0,0,79,40,8,0,2,1,Women's Bantamweight,U-DEC,5,5:00
UFC 245: Usman vs. Covington,Marlon Moraes,Jose Aldo,Marlon Moraes,0,0,59,58,1,0,0,0,Bantamweight,S-DEC,3,5:00
UFC 245: Usman vs. Covington,Petr Yan,Urijah Faber,Petr Yan,3,0,54,18,2,0,0,0,Bantamweight,"KO/TKO

      

      
        Kick",3,0:43
UFC 245: Usman vs. Covington,Geoff Neal,Mike Perry,Geoff Neal,1,0,15,5,0,0,0,0,Welterweight,"KO/TKO

      

      
        Punches",1,1:30
UFC 245: Usman vs. Covington,Irene Aldana,Ketlen Vieira,Irene Aldana,1,0,26,20,0,0,0,0,Women's Bantamweight,"KO/TKO

      

      
        Punch",1,4:51
UFC 245: Usman vs. Covington,Omari Akhmedov,Ian Heinisch,Omari Akhmedov,0,0,55,53,2,3,0,0,Middleweight,U-DEC,3,5:00
UFC 245: Usman vs. Covington,Matt Brown,Ben Saunders,Matt Brown,0,0,30,12,2,0,0,4,Welterweight,"KO/TKO

      

      
        Punches",2,4:55
UFC 245: Usman vs. Covington,Chase Hooper,Daniel Teymur,Chase Hooper,0,0,20,2,1,0,2,1,Featherweight,"KO/TKO

      

      
        Elbows",1,4:34
UFC 245: Usman vs. Covington,Brandon Moreno,Kai Kara-France,Brandon Moreno,0,0,91,82,0,0,0,0,Flyweight,U-DEC,3,5:00
UFC 245: Usman vs. Covington,Jessica Eye,Viviane Araujo,Jessica Eye,0,0,98,56,0,2,0,0,Women's Flyweight,U-DEC,3,5:00
UFC 245: Usman vs. Covington,Punahele Soriano,Oskar Piechota,Punahele Soriano,2,0,26,8,1,0,0,0,Middleweight,"KO/TKO

      

      
        Punch",1,3:17
UFC Fight Night: Overeem vs. Rozenstruik,Jairzinho Rozenstruik,Alistair Overeem,Jairzinho Rozenstruik,1,0,89,74,0,2,0,0,Heavyweight,"KO/TKO

      

      
        Punch",5,4:56
UFC Fight Night: Overeem vs. Rozenstruik,Marina Rodriguez,Cynthia Calvillo,Draw,0,0,56,78,0,3,0,0,Women's Strawweight,M-DEC,3,5:00
UFC Fight Night: Overeem vs. Rozenstruik,Ben Rothwell,Stefan Struve,Ben Rothwell,1,0,58,53,0,0,0,0,Heavyweight,"KO/TKO

      

      
        Punches",2,4:57
UFC Fight Night: Overeem vs. Rozenstruik,Aspen Ladd,Yana Santos,Aspen Ladd,1,0,47,47,2,0,0,0,Women's Bantamweight,"KO/TKO

      

      
        Punches",3,0:33
UFC Fight Night: Overeem vs. Rozenstruik,Cody Stamann,Song Yadong,Draw,0,0,41,30,5,0,0,0,Bantamweight,M-DEC,3,5:00
UFC Fight Night: Overeem vs. Rozenstruik,Rob Font,Ricky Simon,Rob Font,0,0,90,59,1,6,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Overeem vs. Rozenstruik,Tim Means,Thiago Alves,Tim Means,1,0,23,13,0,0,1,0,Welterweight,"SUB

      

      
        Guillotine Choke",1,2:38
UFC Fight Night: Overeem vs. Rozenstruik,Billy Quarantillo,Jacob Kilburn,Billy Quarantillo,0,0,74,3,1,0,5,0,Featherweight,"SUB

      

      
        Triangle Choke",2,3:18
UFC Fight Night: Overeem vs. Rozenstruik,Bryce Mitchell,Matt Sayles,Bryce Mitchell,0,0,6,2,1,0,1,0,Featherweight,"SUB

      

      
        Twister",1,4:20
UFC Fight Night: Overeem vs. Rozenstruik,Joe Solecki,Matt Wiman,Joe Solecki,0,0,56,10,4,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Overeem vs. Rozenstruik,Virna Jandiroba,Mallory Martin,Virna Jandiroba,0,0,7,9,3,0,3,0,Women's Strawweight,"SUB

      

      
        Rear Naked Choke",2,1:16
UFC Fight Night: Overeem vs. Rozenstruik,Makhmud Muradov,Trevor Smith,Makhmud Muradov,1,0,91,39,1,0,1,0,Middleweight,"KO/TKO

      

      
        Punch",3,4:09
UFC Fight Night: Blachowicz vs. Jacare,Jan Blachowicz,Jacare Souza,Jan Blachowicz,0,0,71,20,0,0,0,0,Light Heavyweight,S-DEC,5,5:00
UFC Fight Night: Blachowicz vs. Jacare,Mauricio Rua,Paul Craig,Draw,0,0,25,51,1,1,0,1,Light Heavyweight,S-DEC,3,5:00
UFC Fight Night: Blachowicz vs. Jacare,Charles Oliveira,Jared Gordon,Charles Oliveira,1,0,10,7,0,0,0,0,Lightweight,"KO/TKO

      

      
        Punch",1,1:26
UFC Fight Night: Blachowicz vs. Jacare,Andre Muniz,Antonio Arroyo,Andre Muniz,0,0,22,29,3,1,2,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Blachowicz vs. Jacare,Wellington Turman,Markus Perez,Wellington Turman,0,0,48,49,2,0,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Blachowicz vs. Jacare,James Krause,Sergio Moraes,James Krause,3,0,102,41,0,1,0,0,Welterweight,"KO/TKO

      

      
        Punch",3,4:19
UFC Fight Night: Blachowicz vs. Jacare,Ricardo Ramos,Eduardo Garagorri,Ricardo Ramos,0,0,10,6,2,0,1,0,Featherweight,"SUB

      

      
        Rear Naked Choke",1,3:57
UFC Fight Night: Blachowicz vs. Jacare,Francisco Trinaldo,King Green,Francisco Trinaldo,0,0,31,50,1,2,1,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Blachowicz vs. Jacare,Randy Brown,Warlley Alves,Randy Brown,0,0,16,3,1,3,1,2,Welterweight,"SUB

      

      
        Triangle Choke",2,1:22
UFC Fight Night: Blachowicz vs. Jacare,Douglas Silva de Andrade,Renan Barao,Douglas Silva de Andrade,0,0,74,58,0,2,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Blachowicz vs. Jacare,Ariane da Silva,Isabela de Padua,Ariane da Silva,1,0,31,15,0,2,1,1,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Blachowicz vs. Jacare,Tracy Cortez,Vanessa Melo,Tracy Cortez,0,0,79,40,2,0,0,0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Zabit vs. Kattar,Zabit Magomedsharipov,Calvin Kattar,Zabit Magomedsharipov,0,0,96,80,1,0,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Zabit vs. Kattar,Alexander Volkov,Greg Hardy,Alexander Volkov,0,0,86,46,0,0,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Zabit vs. Kattar,Danny Roberts,Zelim Imadaev,Danny Roberts,1,0,37,28,1,1,0,0,Welterweight,"KO/TKO

      

      
        Punch",2,4:54
UFC Fight Night: Zabit vs. Kattar,Ed Herman,Khadis Ibragimov,Ed Herman,0,0,81,53,0,2,0,0,Light Heavyweight,U-DEC,3,5:00
